RLDNR,RBUKRS,GJAHR,BELNR,DOCLN,RYEAR,POPER,BUDAT,BLDAT,BLART,RACCT,RCNTR,PRCTR,DRCRK,RWCUR,HSL,WSL,USNAM,STBLG
0L,2000,2023,0000101978,000002,2023,004,2023-04-03,2023-03-27,SA,170000,,P200003,H,USD,-32595.65,-32595.65,USER031,
0L,2000,2023,0000101979,000001,2023,004,2023-04-28,2023-04-26,SA,620000,20000007,P200003,S,USD,39083.67,39083.67,USER011,
0L,2000,2023,0000101979,000002,2023,004,2023-04-28,2023-04-26,SA,170000,,P200003,H,USD,-39083.67,-39083.67,USER011,
0L,2000,2023,0000101980,000001,2023,004,2023-04-28,2023-04-23,SA,620000,20000007,P200003,S,USD,39338.94,39338.94,USER034,
0L,2000,2023,0000101980,000002,2023,004,2023-04-28,2023-04-23,SA,170000,,P200003,H,USD,-39338.94,-39338.94,USER034,
0L,2000,2023,0000101981,000001,2023,004,2023-04-12,2023-04-12,SA,620000,20000007,P200003,S,USD,69514.62,69514.62,USER034,
0L,2000,2023,0000101981,000002,2023,004,2023-04-12,2023-04-12,SA,170000,,P200003,H,USD,-69514.62,-69514.62,USER034,
0L,2000,2023,0000101982,000001,2023,004,2023-04-18,2023-04-17,SA,620000,20000007,P200003,S,USD,3338.0,3338.0,USER029,
0L,2000,2023,0000101982,000002,2023,004,2023-04-18,2023-04-17,SA,170000,,P200003,H,USD,-3338.0,-3338.0,USER029,
0L,2000,2023,0000101983,000001,2023,004,2023-04-17,2023-04-14,KR,720000,20000007,P200003,S,USD,326439.46,326439.46,USER027,
0L,2000,2023,0000101983,000002,2023,004,2023-04-17,2023-04-14,KR,160000,,P200003,H,USD,-326439.46,-326439.46,USER027,
0L,2000,2023,0000101984,000001,2023,004,2023-04-13,2023-04-09,KR,720000,20000007,P200003,S,USD,22731.2,22731.2,USER026,
0L,2000,2023,0000101984,000002,2023,004,2023-04-13,2023-04-09,KR,160000,,P200003,H,USD,-22731.2,-22731.2,USER026,
0L,2000,2023,0000101985,000001,2023,004,2023-04-05,2023-04-04,KR,720000,20000007,P200003,S,USD,256358.45,256358.45,USER021,
0L,2000,2023,0000101985,000002,2023,004,2023-04-05,2023-04-04,KR,160000,,P200003,H,USD,-256358.45,-256358.45,USER021,
0L,2000,2023,0000101986,000001,2023,004,2023-04-20,2023-04-10,KR,720000,20000007,P200003,S,USD,33842.32,33842.32,USER011,
0L,2000,2023,0000101986,000002,2023,004,2023-04-20,2023-04-10,KR,160000,,P200003,H,USD,-33842.32,-33842.32,USER011,
0L,2000,2023,0000101987,000001,2023,004,2023-04-28,2023-04-17,KR,720000,20000007,P200003,S,USD,293536.72,293536.72,USER023,
0L,2000,2023,0000101987,000002,2023,004,2023-04-28,2023-04-17,KR,160000,,P200003,H,USD,-293536.72,-293536.72,USER023,
0L,2000,2023,0000101988,000001,2023,004,2023-04-28,2023-04-22,KR,720000,20000007,P200003,S,USD,10226.39,10226.39,USER034,
0L,2000,2023,0000101988,000002,2023,004,2023-04-28,2023-04-22,KR,160000,,P200003,H,USD,-10226.39,-10226.39,USER034,
0L,2000,2023,0000101989,000001,2023,004,2023-04-30,2023-04-19,KR,720000,20000007,P200003,S,USD,125758.04,125758.04,USER017,
0L,2000,2023,0000101989,000002,2023,004,2023-04-30,2023-04-19,KR,160000,,P200003,H,USD,-125758.04,-125758.04,USER017,
0L,2000,2023,0000101990,000001,2023,004,2023-04-01,2023-03-25,KR,720000,20000007,P200003,S,USD,47615.1,47615.1,USER031,
0L,2000,2023,0000101990,000002,2023,004,2023-04-01,2023-03-25,KR,160000,,P200003,H,USD,-47615.1,-47615.1,USER031,
0L,2000,2023,0000101991,000001,2023,004,2023-04-17,2023-04-10,KR,720000,20000007,P200003,S,USD,11176.47,11176.47,USER011,
0L,2000,2023,0000101991,000002,2023,004,2023-04-17,2023-04-10,KR,160000,,P200003,H,USD,-11176.47,-11176.47,USER011,
0L,2000,2023,0000101992,000001,2023,004,2023-04-08,2023-04-06,KR,740000,20000007,P200003,S,USD,13819.6,13819.6,USER029,
0L,2000,2023,0000101992,000002,2023,004,2023-04-08,2023-04-06,KR,160000,,P200003,H,USD,-13819.6,-13819.6,USER029,
0L,2000,2023,0000101993,000001,2023,004,2023-04-06,2023-04-03,KR,740000,20000007,P200003,S,USD,1616.17,1616.17,USER035,
0L,2000,2023,0000101993,000002,2023,004,2023-04-06,2023-04-03,KR,160000,,P200003,H,USD,-1616.17,-1616.17,USER035,
0L,2000,2023,0000101994,000001,2023,004,2023-04-24,2023-04-13,KR,740000,20000007,P200003,S,USD,8513.62,8513.62,USER004,
0L,2000,2023,0000101994,000002,2023,004,2023-04-24,2023-04-13,KR,160000,,P200003,H,USD,-8513.62,-8513.62,USER004,
0L,2000,2023,0000101995,000001,2023,004,2023-04-12,2023-04-04,KR,740000,20000007,P200003,S,USD,10635.63,10635.63,USER021,
0L,2000,2023,0000101995,000002,2023,004,2023-04-12,2023-04-04,KR,160000,,P200003,H,USD,-10635.63,-10635.63,USER021,
0L,2000,2023,0000101996,000001,2023,004,2023-04-28,2023-04-21,KR,740000,20000007,P200003,S,USD,73.3,73.3,USER015,
0L,2000,2023,0000101996,000002,2023,004,2023-04-28,2023-04-21,KR,160000,,P200003,H,USD,-73.3,-73.3,USER015,
0L,2000,2023,0000101997,000001,2023,004,2023-04-02,2023-03-26,KR,740000,20000007,P200003,S,USD,32290.14,32290.14,USER017,
0L,2000,2023,0000101997,000002,2023,004,2023-04-02,2023-03-26,KR,160000,,P200003,H,USD,-32290.14,-32290.14,USER017,
0L,2000,2023,0000101998,000001,2023,004,2023-04-28,2023-04-25,KR,740000,20000007,P200003,S,USD,15722.65,15722.65,USER003,
0L,2000,2023,0000101998,000002,2023,004,2023-04-28,2023-04-25,KR,160000,,P200003,H,USD,-15722.65,-15722.65,USER003,
0L,2000,2023,0000101999,000001,2023,004,2023-04-13,2023-04-08,KR,740000,20000007,P200003,S,USD,8945.97,8945.97,USER004,
0L,2000,2023,0000101999,000002,2023,004,2023-04-13,2023-04-08,KR,160000,,P200003,H,USD,-8945.97,-8945.97,USER004,
0L,2000,2023,0000102000,000001,2023,004,2023-04-26,2023-04-25,KR,740000,20000007,P200003,S,USD,8670.35,8670.35,USER023,
0L,2000,2023,0000102000,000002,2023,004,2023-04-26,2023-04-25,KR,160000,,P200003,H,USD,-8670.35,-8670.35,USER023,
0L,2000,2023,0000102001,000001,2023,004,2023-04-28,2023-04-19,KR,740000,20000007,P200003,S,USD,2214.86,2214.86,USER027,
0L,2000,2023,0000102001,000002,2023,004,2023-04-28,2023-04-19,KR,160000,,P200003,H,USD,-2214.86,-2214.86,USER027,
0L,2000,2023,0000102002,000001,2023,004,2023-04-28,2023-04-26,KR,750000,20000007,P200003,S,USD,63034.04,63034.04,USER035,
0L,2000,2023,0000102002,000002,2023,004,2023-04-28,2023-04-26,KR,160000,,P200003,H,USD,-63034.04,-63034.04,USER035,
0L,2000,2023,0000102003,000001,2023,004,2023-04-12,2023-04-07,KR,750000,20000007,P200003,S,USD,74659.07,74659.07,USER012,
0L,2000,2023,0000102003,000002,2023,004,2023-04-12,2023-04-07,KR,160000,,P200003,H,USD,-74659.07,-74659.07,USER012,
0L,2000,2023,0000102004,000001,2023,004,2023-04-03,2023-03-27,KR,750000,20000007,P200003,S,USD,57803.64,57803.64,USER010,
0L,2000,2023,0000102004,000002,2023,004,2023-04-03,2023-03-27,KR,160000,,P200003,H,USD,-57803.64,-57803.64,USER010,
0L,2000,2023,0000102005,000001,2023,004,2023-04-12,2023-04-07,KR,750000,20000007,P200003,S,USD,17217.92,17217.92,USER014,
0L,2000,2023,0000102005,000002,2023,004,2023-04-12,2023-04-07,KR,160000,,P200003,H,USD,-17217.92,-17217.92,USER014,
0L,2000,2023,0000102006,000001,2023,004,2023-04-15,2023-04-14,KR,750000,20000007,P200003,S,USD,126735.96,126735.96,USER001,
0L,2000,2023,0000102006,000002,2023,004,2023-04-15,2023-04-14,KR,160000,,P200003,H,USD,-126735.96,-126735.96,USER001,
0L,2000,2023,0000102007,000001,2023,004,2023-04-17,2023-04-13,AF,780000,20000007,P200003,S,USD,35182.88,35182.88,USER011,
0L,2000,2023,0000102007,000002,2023,004,2023-04-17,2023-04-13,AF,199000,,P200003,H,USD,-35182.88,-35182.88,USER011,
0L,2000,2023,0000102008,000001,2023,004,2023-04-28,2023-04-18,AF,780000,20000007,P200003,S,USD,29148.2,29148.2,USER015,
0L,2000,2023,0000102008,000002,2023,004,2023-04-28,2023-04-18,AF,199000,,P200003,H,USD,-29148.2,-29148.2,USER015,
0L,2000,2023,0000102009,000001,2023,004,2023-04-21,2023-04-11,AF,780000,20000007,P200003,S,USD,29897.11,29897.11,USER031,
0L,2000,2023,0000102009,000002,2023,004,2023-04-21,2023-04-11,AF,199000,,P200003,H,USD,-29897.11,-29897.11,USER031,
0L,2000,2023,0000102010,000001,2023,004,2023-04-18,2023-04-12,AF,780000,20000007,P200003,S,USD,58087.4,58087.4,USER001,
0L,2000,2023,0000102010,000002,2023,004,2023-04-18,2023-04-12,AF,199000,,P200003,H,USD,-58087.4,-58087.4,USER001,
0L,2000,2023,0000102011,000001,2023,004,2023-04-26,2023-04-23,AF,780000,20000007,P200003,S,USD,8658.36,8658.36,USER002,
0L,2000,2023,0000102011,000002,2023,004,2023-04-26,2023-04-23,AF,199000,,P200003,H,USD,-8658.36,-8658.36,USER002,
0L,2000,2023,0000102012,000001,2023,004,2023-04-28,2023-04-20,AF,780000,20000007,P200003,S,USD,77531.45,77531.45,USER039,
0L,2000,2023,0000102012,000002,2023,004,2023-04-28,2023-04-20,AF,199000,,P200003,H,USD,-77531.45,-77531.45,USER039,
0L,2000,2023,0000102013,000001,2023,004,2023-04-10,2023-03-31,SA,600000,20000008,P200004,S,USD,657981.95,657981.95,USER030,
0L,2000,2023,0000102013,000002,2023,004,2023-04-10,2023-03-31,SA,170000,,P200004,H,USD,-657981.95,-657981.95,USER030,
0L,2000,2023,0000102014,000001,2023,004,2023-04-28,2023-04-20,SA,600000,20000008,P200004,S,USD,267.41,267.41,USER013,
0L,2000,2023,0000102014,000002,2023,004,2023-04-28,2023-04-20,SA,170000,,P200004,H,USD,-267.41,-267.41,USER013,
0L,2000,2023,0000102015,000001,2023,004,2023-04-18,2023-04-13,SA,600000,20000008,P200004,S,USD,78940.15,78940.15,USER003,
0L,2000,2023,0000102015,000002,2023,004,2023-04-18,2023-04-13,SA,170000,,P200004,H,USD,-78940.15,-78940.15,USER003,
0L,2000,2023,0000102016,000001,2023,004,2023-04-25,2023-04-22,SA,600000,20000008,P200004,S,USD,1639.9,1639.9,USER001,
0L,2000,2023,0000102016,000002,2023,004,2023-04-25,2023-04-22,SA,170000,,P200004,H,USD,-1639.9,-1639.9,USER001,
0L,2000,2023,0000102017,000001,2023,004,2023-04-11,2023-04-04,SA,600000,20000008,P200004,S,USD,219314.14,219314.14,USER022,
0L,2000,2023,0000102017,000002,2023,004,2023-04-11,2023-04-04,SA,170000,,P200004,H,USD,-219314.14,-219314.14,USER022,
0L,2000,2023,0000102018,000001,2023,004,2023-04-18,2023-04-08,SA,600000,20000008,P200004,S,USD,14823.93,14823.93,USER039,
0L,2000,2023,0000102018,000002,2023,004,2023-04-18,2023-04-08,SA,170000,,P200004,H,USD,-14823.93,-14823.93,USER039,
0L,2000,2023,0000102019,000001,2023,004,2023-04-10,2023-04-03,SA,600000,20000008,P200004,S,USD,9060.24,9060.24,USER039,
0L,2000,2023,0000102019,000002,2023,004,2023-04-10,2023-04-03,SA,170000,,P200004,H,USD,-9060.24,-9060.24,USER039,
0L,2000,2023,0000102020,000001,2023,004,2023-04-28,2023-04-28,SA,600000,20000008,P200004,S,USD,242207.51,242207.51,USER006,
0L,2000,2023,0000102020,000002,2023,004,2023-04-28,2023-04-28,SA,170000,,P200004,H,USD,-242207.51,-242207.51,USER006,
0L,2000,2023,0000102021,000001,2023,004,2023-04-20,2023-04-17,SA,600000,20000008,P200004,S,USD,82487.1,82487.1,USER032,
0L,2000,2023,0000102021,000002,2023,004,2023-04-20,2023-04-17,SA,170000,,P200004,H,USD,-82487.1,-82487.1,USER032,
0L,2000,2023,0000102022,000001,2023,004,2023-04-05,2023-03-29,SA,600000,20000008,P200004,S,USD,176380.95,176380.95,USER032,
0L,2000,2023,0000102022,000002,2023,004,2023-04-05,2023-03-29,SA,170000,,P200004,H,USD,-176380.95,-176380.95,USER032,
0L,2000,2023,0000102023,000001,2023,004,2023-04-28,2023-04-23,SA,600000,20000008,P200004,S,USD,121655.87,121655.87,USER029,
0L,2000,2023,0000102023,000002,2023,004,2023-04-28,2023-04-23,SA,170000,,P200004,H,USD,-121655.87,-121655.87,USER029,
0L,2000,2023,0000102024,000001,2023,004,2023-04-24,2023-04-18,SA,620000,20000008,P200004,S,USD,163562.9,163562.9,USER019,
0L,2000,2023,0000102024,000002,2023,004,2023-04-24,2023-04-18,SA,170000,,P200004,H,USD,-163562.9,-163562.9,USER019,
0L,2000,2023,0000102025,000001,2023,004,2023-04-14,2023-04-03,SA,620000,20000008,P200004,S,USD,30917.31,30917.31,USER027,
0L,2000,2023,0000102025,000002,2023,004,2023-04-14,2023-04-03,SA,170000,,P200004,H,USD,-30917.31,-30917.31,USER027,
0L,2000,2023,0000102026,000001,2023,004,2023-04-18,2023-04-08,SA,620000,20000008,P200004,S,USD,27110.54,27110.54,USER006,
0L,2000,2023,0000102026,000002,2023,004,2023-04-18,2023-04-08,SA,170000,,P200004,H,USD,-27110.54,-27110.54,USER006,
0L,2000,2023,0000102027,000001,2023,004,2023-04-10,2023-04-02,SA,620000,20000008,P200004,S,USD,22518.02,22518.02,USER013,
0L,2000,2023,0000102027,000002,2023,004,2023-04-10,2023-04-02,SA,170000,,P200004,H,USD,-22518.02,-22518.02,USER013,
0L,2000,2023,0000102028,000001,2023,004,2023-04-19,2023-04-19,SA,620000,20000008,P200004,S,USD,6462.2,6462.2,USER024,
0L,2000,2023,0000102028,000002,2023,004,2023-04-19,2023-04-19,SA,170000,,P200004,H,USD,-6462.2,-6462.2,USER024,
0L,2000,2023,0000102029,000001,2023,004,2023-04-27,2023-04-22,KR,740000,20000008,P200004,S,USD,41673.51,41673.51,USER039,
0L,2000,2023,0000102029,000002,2023,004,2023-04-27,2023-04-22,KR,160000,,P200004,H,USD,-41673.51,-41673.51,USER039,
0L,2000,2023,0000102030,000001,2023,004,2023-04-03,2023-03-28,KR,740000,20000008,P200004,S,USD,15659.63,15659.63,USER037,
0L,2000,2023,0000102030,000002,2023,004,2023-04-03,2023-03-28,KR,160000,,P200004,H,USD,-15659.63,-15659.63,USER037,
0L,2000,2023,0000102031,000001,2023,004,2023-04-11,2023-04-09,KR,740000,20000008,P200004,S,USD,28739.75,28739.75,USER036,
0L,2000,2023,0000102031,000002,2023,004,2023-04-11,2023-04-09,KR,160000,,P200004,H,USD,-28739.75,-28739.75,USER036,
0L,2000,2023,0000102032,000001,2023,004,2023-04-28,2023-04-17,KR,740000,20000008,P200004,S,USD,9579.83,9579.83,USER017,
0L,2000,2023,0000102032,000002,2023,004,2023-04-28,2023-04-17,KR,160000,,P200004,H,USD,-9579.83,-9579.83,USER017,
0L,2000,2023,0000102033,000001,2023,004,2023-04-05,2023-04-01,KR,700000,20000008,P200004,S,USD,114002.4,114002.4,USER006,
0L,2000,2023,0000102033,000002,2023,004,2023-04-05,2023-04-01,KR,160000,,P200004,H,USD,-114002.4,-114002.4,USER006,
0L,2000,2023,0000102034,000001,2023,004,2023-04-17,2023-04-13,KR,700000,20000008,P200004,S,USD,23831.26,23831.26,USER015,
0L,2000,2023,0000102034,000002,2023,004,2023-04-17,2023-04-13,KR,160000,,P200004,H,USD,-23831.26,-23831.26,USER015,
0L,2000,2023,0000102035,000001,2023,004,2023-04-20,2023-04-14,KR,700000,20000008,P200004,S,USD,401202.55,401202.55,USER010,
0L,2000,2023,0000102035,000002,2023,004,2023-04-20,2023-04-14,KR,160000,,P200004,H,USD,-401202.55,-401202.55,USER010,
0L,2000,2023,0000102036,000001,2023,004,2023-04-12,2023-04-05,KR,700000,20000008,P200004,S,USD,23203.6,23203.6,USER018,
0L,2000,2023,0000102036,000002,2023,004,2023-04-12,2023-04-05,KR,160000,,P200004,H,USD,-23203.6,-23203.6,USER018,
0L,2000,2023,0000102037,000001,2023,004,2023-04-29,2023-04-28,AF,780000,20000008,P200004,S,USD,4117.3,4117.3,USER034,
0L,2000,2023,0000102037,000002,2023,004,2023-04-29,2023-04-28,AF,199000,,P200004,H,USD,-4117.3,-4117.3,USER034,
0L,2000,2023,0000102038,000001,2023,004,2023-04-06,2023-03-28,AF,780000,20000008,P200004,S,USD,32877.71,32877.71,USER009,
0L,2000,2023,0000102038,000002,2023,004,2023-04-06,2023-03-28,AF,199000,,P200004,H,USD,-32877.71,-32877.71,USER009,
0L,2000,2023,0000102039,000001,2023,004,2023-04-26,2023-04-15,AF,780000,20000008,P200004,S,USD,884.25,884.25,USER038,
0L,2000,2023,0000102039,000002,2023,004,2023-04-26,2023-04-15,AF,199000,,P200004,H,USD,-884.25,-884.25,USER038,
0L,2000,2023,0000102040,000001,2023,004,2023-04-19,2023-04-13,AF,780000,20000008,P200004,S,USD,94658.92,94658.92,USER032,
0L,2000,2023,0000102040,000002,2023,004,2023-04-19,2023-04-13,AF,199000,,P200004,H,USD,-94658.92,-94658.92,USER032,
0L,2000,2023,0000102041,000001,2023,004,2023-04-28,2023-04-19,AF,780000,20000008,P200004,S,USD,13694.78,13694.78,USER023,
0L,2000,2023,0000102041,000002,2023,004,2023-04-28,2023-04-19,AF,199000,,P200004,H,USD,-13694.78,-13694.78,USER023,
0L,2000,2023,0000102042,000001,2023,004,2023-04-28,2023-04-21,AF,780000,20000008,P200004,S,USD,33041.65,33041.65,USER032,
0L,2000,2023,0000102042,000002,2023,004,2023-04-28,2023-04-21,AF,199000,,P200004,H,USD,-33041.65,-33041.65,USER032,
0L,2000,2023,0000102043,000001,2023,004,2023-04-19,2023-04-11,AF,780000,20000008,P200004,S,USD,1436.11,1436.11,USER023,
0L,2000,2023,0000102043,000002,2023,004,2023-04-19,2023-04-11,AF,199000,,P200004,H,USD,-1436.11,-1436.11,USER023,
0L,2000,2023,0000102044,000001,2023,004,2023-04-28,2023-04-21,AF,780000,20000008,P200004,S,USD,36348.57,36348.57,USER038,
0L,2000,2023,0000102044,000002,2023,004,2023-04-28,2023-04-21,AF,199000,,P200004,H,USD,-36348.57,-36348.57,USER038,
0L,2000,2023,0000102045,000001,2023,004,2023-04-20,2023-04-11,AF,780000,20000008,P200004,S,USD,104788.38,104788.38,USER002,
0L,2000,2023,0000102045,000002,2023,004,2023-04-20,2023-04-11,AF,199000,,P200004,H,USD,-104788.38,-104788.38,USER002,
0L,2000,2023,0000102046,000001,2023,004,2023-04-07,2023-04-05,DR,400000,20000009,P200001,H,USD,-7355724.17,-7355724.17,USER009,
0L,2000,2023,0000102046,000002,2023,004,2023-04-07,2023-04-05,DR,140000,,P200001,S,USD,7355724.17,7355724.17,USER009,
0L,2000,2023,0000102047,000001,2023,004,2023-04-03,2023-03-25,DR,400000,20000009,P200001,H,USD,-3148986.08,-3148986.08,USER020,
0L,2000,2023,0000102047,000002,2023,004,2023-04-03,2023-03-25,DR,140000,,P200001,S,USD,3148986.08,3148986.08,USER020,
0L,2000,2023,0000102048,000001,2023,004,2023-04-05,2023-04-04,DR,400000,20000009,P200001,H,USD,-3850006.92,-3850006.92,USER017,
0L,2000,2023,0000102048,000002,2023,004,2023-04-05,2023-04-04,DR,140000,,P200001,S,USD,3850006.92,3850006.92,USER017,
0L,2000,2023,0000102049,000001,2023,004,2023-04-09,2023-03-29,DR,400000,20000009,P200001,H,USD,-625383.12,-625383.12,USER016,
0L,2000,2023,0000102049,000002,2023,004,2023-04-09,2023-03-29,DR,140000,,P200001,S,USD,625383.12,625383.12,USER016,
0L,2000,2023,0000102050,000001,2023,004,2023-04-28,2023-04-26,DR,400000,20000009,P200001,H,USD,-7856.45,-7856.45,USER016,
0L,2000,2023,0000102050,000002,2023,004,2023-04-28,2023-04-26,DR,140000,,P200001,S,USD,7856.45,7856.45,USER016,
0L,2000,2023,0000102051,000001,2023,004,2023-04-28,2023-04-25,DR,400000,20000009,P200001,H,USD,-1685126.5,-1685126.5,USER014,
0L,2000,2023,0000102051,000002,2023,004,2023-04-28,2023-04-25,DR,140000,,P200001,S,USD,1685126.5,1685126.5,USER014,
0L,2000,2023,0000102052,000001,2023,004,2023-04-26,2023-04-15,DR,400000,20000009,P200001,H,USD,-4605099.91,-4605099.91,USER009,
0L,2000,2023,0000102052,000002,2023,004,2023-04-26,2023-04-15,DR,140000,,P200001,S,USD,4605099.91,4605099.91,USER009,
0L,2000,2023,0000102053,000001,2023,004,2023-04-28,2023-04-18,DR,410000,20000009,P200001,H,USD,-249322.77,-249322.77,USER004,
0L,2000,2023,0000102053,000002,2023,004,2023-04-28,2023-04-18,DR,140000,,P200001,S,USD,249322.77,249322.77,USER004,
0L,2000,2023,0000102054,000001,2023,004,2023-04-03,2023-03-26,DR,410000,20000009,P200001,H,USD,-25615.56,-25615.56,USER017,
0L,2000,2023,0000102054,000002,2023,004,2023-04-03,2023-03-26,DR,140000,,P200001,S,USD,25615.56,25615.56,USER017,
0L,2000,2023,0000102055,000001,2023,004,2023-04-22,2023-04-21,DR,410000,20000009,P200001,H,USD,-313448.63,-313448.63,USER019,
0L,2000,2023,0000102055,000002,2023,004,2023-04-22,2023-04-21,DR,140000,,P200001,S,USD,313448.63,313448.63,USER019,
0L,2000,2023,0000102056,000001,2023,004,2023-04-28,2023-04-23,DR,410000,20000009,P200001,H,USD,-3120374.15,-3120374.15,USER031,
0L,2000,2023,0000102056,000002,2023,004,2023-04-28,2023-04-23,DR,140000,,P200001,S,USD,3120374.15,3120374.15,USER031,
0L,2000,2023,0000102057,000001,2023,004,2023-04-28,2023-04-25,DR,410000,20000009,P200001,H,USD,-235354.39,-235354.39,USER034,
0L,2000,2023,0000102057,000002,2023,004,2023-04-28,2023-04-25,DR,140000,,P200001,S,USD,235354.39,235354.39,USER034,
0L,2000,2023,0000102058,000001,2023,004,2023-04-03,2023-04-02,DR,410000,20000009,P200001,H,USD,-6174.21,-6174.21,USER014,
0L,2000,2023,0000102058,000002,2023,004,2023-04-03,2023-04-02,DR,140000,,P200001,S,USD,6174.21,6174.21,USER014,
0L,2000,2023,0000102059,000001,2023,004,2023-04-05,2023-03-27,DR,410000,20000009,P200001,H,USD,-865141.42,-865141.42,USER030,
0L,2000,2023,0000102059,000002,2023,004,2023-04-05,2023-03-27,DR,140000,,P200001,S,USD,865141.42,865141.42,USER030,
0L,2000,2023,0000102060,000001,2023,004,2023-04-17,2023-04-06,DR,410000,20000009,P200001,H,USD,-82895.49,-82895.49,USER013,
0L,2000,2023,0000102060,000002,2023,004,2023-04-17,2023-04-06,DR,140000,,P200001,S,USD,82895.49,82895.49,USER013,
0L,2000,2023,0000102061,000001,2023,004,2023-04-27,2023-04-27,DR,410000,20000009,P200001,H,USD,-4826691.92,-4826691.92,USER010,
0L,2000,2023,0000102061,000002,2023,004,2023-04-27,2023-04-27,DR,140000,,P200001,S,USD,4826691.92,4826691.92,USER010,
0L,2000,2023,0000102062,000001,2023,004,2023-04-27,2023-04-25,KR,700000,20000009,P200001,S,USD,123182.13,123182.13,USER031,
0L,2000,2023,0000102062,000002,2023,004,2023-04-27,2023-04-25,KR,160000,,P200001,H,USD,-123182.13,-123182.13,USER031,
0L,2000,2023,0000102063,000001,2023,004,2023-04-30,2023-04-24,KR,700000,20000009,P200001,S,USD,11052.44,11052.44,USER012,
0L,2000,2023,0000102063,000002,2023,004,2023-04-30,2023-04-24,KR,160000,,P200001,H,USD,-11052.44,-11052.44,USER012,
0L,2000,2023,0000102064,000001,2023,004,2023-04-24,2023-04-15,KR,700000,20000009,P200001,S,USD,5735.75,5735.75,USER006,
0L,2000,2023,0000102064,000002,2023,004,2023-04-24,2023-04-15,KR,160000,,P200001,H,USD,-5735.75,-5735.75,USER006,
0L,2000,2023,0000102065,000001,2023,004,2023-04-28,2023-04-22,KR,700000,20000009,P200001,S,USD,31587.66,31587.66,USER032,
0L,2000,2023,0000102065,000002,2023,004,2023-04-28,2023-04-22,KR,160000,,P200001,H,USD,-31587.66,-31587.66,USER032,
0L,2000,2023,0000102066,000001,2023,004,2023-04-07,2023-04-03,KR,710000,20000009,P200001,S,USD,438229.93,438229.93,USER026,
0L,2000,2023,0000102066,000002,2023,004,2023-04-07,2023-04-03,KR,160000,,P200001,H,USD,-438229.93,-438229.93,USER026,
0L,2000,2023,0000102067,000001,2023,004,2023-04-17,2023-04-14,KR,710000,20000009,P200001,S,USD,1442.02,1442.02,USER030,
0L,2000,2023,0000102067,000002,2023,004,2023-04-17,2023-04-14,KR,160000,,P200001,H,USD,-1442.02,-1442.02,USER030,
0L,2000,2023,0000102068,000001,2023,004,2023-04-27,2023-04-21,KR,710000,20000009,P200001,S,USD,87693.79,87693.79,USER009,
0L,2000,2023,0000102068,000002,2023,004,2023-04-27,2023-04-21,KR,160000,,P200001,H,USD,-87693.79,-87693.79,USER009,
0L,2000,2023,0000102069,000001,2023,004,2023-04-20,2023-04-16,KR,710000,20000009,P200001,S,USD,58178.42,58178.42,USER013,
0L,2000,2023,0000102069,000002,2023,004,2023-04-20,2023-04-16,KR,160000,,P200001,H,USD,-58178.42,-58178.42,USER013,
0L,2000,2023,0000102070,000001,2023,004,2023-04-05,2023-03-25,KR,710000,20000009,P200001,S,USD,68826.51,68826.51,USER011,
0L,2000,2023,0000102070,000002,2023,004,2023-04-05,2023-03-25,KR,160000,,P200001,H,USD,-68826.51,-68826.51,USER011,
0L,2000,2023,0000102071,000001,2023,004,2023-04-06,2023-04-01,KR,710000,20000009,P200001,S,USD,66041.16,66041.16,USER010,
0L,2000,2023,0000102071,000002,2023,004,2023-04-06,2023-04-01,KR,160000,,P200001,H,USD,-66041.16,-66041.16,USER010,
0L,2000,2023,0000102072,000001,2023,004,2023-04-28,2023-04-22,KR,710000,20000009,P200001,S,USD,4979.4,4979.4,USER024,
0L,2000,2023,0000102072,000002,2023,004,2023-04-28,2023-04-22,KR,160000,,P200001,H,USD,-4979.4,-4979.4,USER024,
0L,2000,2023,0000102073,000001,2023,004,2023-04-20,2023-04-14,SA,600000,20000009,P200001,S,USD,1104.96,1104.96,USER023,
0L,2000,2023,0000102073,000002,2023,004,2023-04-20,2023-04-14,SA,170000,,P200001,H,USD,-1104.96,-1104.96,USER023,
0L,2000,2023,0000102074,000001,2023,004,2023-04-28,2023-04-24,SA,600000,20000009,P200001,S,USD,77973.35,77973.35,USER018,
0L,2000,2023,0000102074,000002,2023,004,2023-04-28,2023-04-24,SA,170000,,P200001,H,USD,-77973.35,-77973.35,USER018,
0L,2000,2023,0000102075,000001,2023,004,2023-04-01,2023-03-25,SA,600000,20000009,P200001,S,USD,31595.58,31595.58,USER032,
0L,2000,2023,0000102075,000002,2023,004,2023-04-01,2023-03-25,SA,170000,,P200001,H,USD,-31595.58,-31595.58,USER032,
0L,2000,2023,0000102076,000001,2023,004,2023-04-02,2023-04-01,SA,600000,20000009,P200001,S,USD,157309.95,157309.95,USER032,
0L,2000,2023,0000102076,000002,2023,004,2023-04-02,2023-04-01,SA,170000,,P200001,H,USD,-157309.95,-157309.95,USER032,
0L,2000,2023,0000102077,000001,2023,004,2023-04-27,2023-04-24,SA,600000,20000009,P200001,S,USD,112259.04,112259.04,USER030,
0L,2000,2023,0000102077,000002,2023,004,2023-04-27,2023-04-24,SA,170000,,P200001,H,USD,-112259.04,-112259.04,USER030,
