BUKRS,BELNR,GJAHR,MONAT,BUDAT,BLDAT,BLART,WAERS,VERSION,USNAM,STBLG,BUZEI,BSCHL,SHKZG,HKONT,KOSTL,PRCTR,DMBTR,WRBTR
2000,0000101353,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER036,,1,40,S,510000,20000006,P200002,84797.17,84797.17
2000,0000101353,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER036,,2,50,H,160000,,P200002,84797.17,84797.17
2000,0000101354,2023,3,2023-03-29,2023-03-23,KR,USD,0,USER014,,1,40,S,510000,20000006,P200002,930057.17,930057.17
2000,0000101354,2023,3,2023-03-29,2023-03-23,KR,USD,0,USER014,,2,50,H,160000,,P200002,930057.17,930057.17
2000,0000101355,2023,3,2023-03-29,2023-03-18,KR,USD,0,USER026,,1,40,S,510000,20000006,P200002,65673.66,65673.66
2000,0000101355,2023,3,2023-03-29,2023-03-18,KR,USD,0,USER026,,2,50,H,160000,,P200002,65673.66,65673.66
2000,0000101356,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER020,,1,40,S,510000,20000006,P200002,7524.06,7524.06
2000,0000101356,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER020,,2,50,H,160000,,P200002,7524.06,7524.06
2000,0000101357,2023,3,2023-03-21,2023-03-18,KR,USD,0,USER013,,1,40,S,510000,20000006,P200002,18837.68,18837.68
2000,0000101357,2023,3,2023-03-21,2023-03-18,KR,USD,0,USER013,,2,50,H,160000,,P200002,18837.68,18837.68
2000,0000101358,2023,3,2023-03-31,2023-03-24,SA,USD,0,USER022,,1,40,S,600000,20000006,P200002,206535.37,206535.37
2000,0000101358,2023,3,2023-03-31,2023-03-24,SA,USD,0,USER022,,2,50,H,170000,,P200002,206535.37,206535.37
2000,0000101359,2023,3,2023-03-23,2023-03-21,SA,USD,0,USER018,,1,40,S,600000,20000006,P200002,236608.17,236608.17
2000,0000101359,2023,3,2023-03-23,2023-03-21,SA,USD,0,USER018,,2,50,H,170000,,P200002,236608.17,236608.17
2000,0000101360,2023,3,2023-03-28,2023-03-17,SA,USD,0,USER015,,1,40,S,600000,20000006,P200002,4557.21,4557.21
2000,0000101360,2023,3,2023-03-28,2023-03-17,SA,USD,0,USER015,,2,50,H,170000,,P200002,4557.21,4557.21
2000,0000101361,2023,3,2023-03-29,2023-03-24,SA,USD,0,USER013,,1,40,S,600000,20000006,P200002,187472.91,187472.91
2000,0000101361,2023,3,2023-03-29,2023-03-24,SA,USD,0,USER013,,2,50,H,170000,,P200002,187472.91,187472.91
2000,0000101362,2023,3,2023-03-31,2023-03-20,SA,USD,0,USER015,,1,40,S,600000,20000006,P200002,281850.33,281850.33
2000,0000101362,2023,3,2023-03-31,2023-03-20,SA,USD,0,USER015,,2,50,H,170000,,P200002,281850.33,281850.33
2000,0000101363,2023,3,2023-03-01,2023-02-26,SA,USD,0,USER036,,1,40,S,620000,20000006,P200002,5966.44,5966.44
2000,0000101363,2023,3,2023-03-01,2023-02-26,SA,USD,0,USER036,,2,50,H,170000,,P200002,5966.44,5966.44
2000,0000101364,2023,3,2023-03-20,2023-03-19,SA,USD,0,USER020,,1,40,S,620000,20000006,P200002,34163.5,34163.5
2000,0000101364,2023,3,2023-03-20,2023-03-19,SA,USD,0,USER020,,2,50,H,170000,,P200002,34163.5,34163.5
2000,0000101365,2023,3,2023-03-03,2023-02-22,SA,USD,0,USER035,,1,40,S,620000,20000006,P200002,91635.73,91635.73
2000,0000101365,2023,3,2023-03-03,2023-02-22,SA,USD,0,USER035,,2,50,H,170000,,P200002,91635.73,91635.73
2000,0000101366,2023,3,2023-03-31,2023-03-22,SA,USD,0,USER002,,1,40,S,620000,20000006,P200002,6141.3,6141.3
2000,0000101366,2023,3,2023-03-31,2023-03-22,SA,USD,0,USER002,,2,50,H,170000,,P200002,6141.3,6141.3
2000,0000101367,2023,3,2023-03-31,2023-03-29,SA,USD,0,USER017,,1,40,S,620000,20000006,P200002,78892.04,78892.04
2000,0000101367,2023,3,2023-03-31,2023-03-29,SA,USD,0,USER017,,2,50,H,170000,,P200002,78892.04,78892.04
2000,0000101368,2023,3,2023-03-31,2023-03-20,SA,USD,0,USER019,,1,40,S,620000,20000006,P200002,28196.66,28196.66
2000,0000101368,2023,3,2023-03-31,2023-03-20,SA,USD,0,USER019,,2,50,H,170000,,P200002,28196.66,28196.66
2000,0000101369,2023,3,2023-03-21,2023-03-15,SA,USD,0,USER031,,1,40,S,620000,20000006,P200002,1950.69,1950.69
2000,0000101369,2023,3,2023-03-21,2023-03-15,SA,USD,0,USER031,,2,50,H,170000,,P200002,1950.69,1950.69
2000,0000101370,2023,3,2023-03-13,2023-03-11,SA,USD,0,USER013,,1,40,S,620000,20000006,P200002,19648.52,19648.52
2000,0000101370,2023,3,2023-03-13,2023-03-11,SA,USD,0,USER013,,2,50,H,170000,,P200002,19648.52,19648.52
2000,0000101371,2023,3,2023-03-31,2023-03-30,KR,USD,0,USER025,,1,40,S,720000,20000006,P200002,106785.13,106785.13
2000,0000101371,2023,3,2023-03-31,2023-03-30,KR,USD,0,USER025,,2,50,H,160000,,P200002,106785.13,106785.13
2000,0000101372,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER004,,1,40,S,720000,20000006,P200002,70461.36,70461.36
2000,0000101372,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER004,,2,50,H,160000,,P200002,70461.36,70461.36
2000,0000101373,2023,3,2023-03-21,2023-03-15,KR,USD,0,USER035,,1,40,S,720000,20000006,P200002,728.48,728.48
2000,0000101373,2023,3,2023-03-21,2023-03-15,KR,USD,0,USER035,,2,50,H,160000,,P200002,728.48,728.48
2000,0000101374,2023,3,2023-03-10,2023-03-03,KR,USD,0,USER018,,1,40,S,720000,20000006,P200002,353564.27,353564.27
2000,0000101374,2023,3,2023-03-10,2023-03-03,KR,USD,0,USER018,,2,50,H,160000,,P200002,353564.27,353564.27
2000,0000101375,2023,3,2023-03-30,2023-03-24,KR,USD,0,USER004,,1,40,S,720000,20000006,P200002,11483.42,11483.42
2000,0000101375,2023,3,2023-03-30,2023-03-24,KR,USD,0,USER004,,2,50,H,160000,,P200002,11483.42,11483.42
2000,0000101376,2023,3,2023-03-13,2023-03-10,KR,USD,0,USER033,,1,40,S,730000,20000006,P200002,55115.59,55115.59
2000,0000101376,2023,3,2023-03-13,2023-03-10,KR,USD,0,USER033,,2,50,H,160000,,P200002,55115.59,55115.59
2000,0000101377,2023,3,2023-03-31,2023-03-22,KR,USD,0,USER016,,1,40,S,730000,20000006,P200002,13450.23,13450.23
2000,0000101377,2023,3,2023-03-31,2023-03-22,KR,USD,0,USER016,,2,50,H,160000,,P200002,13450.23,13450.23
2000,0000101378,2023,3,2023-03-02,2023-02-24,KR,USD,0,USER029,,1,40,S,730000,20000006,P200002,23882.34,23882.34
2000,0000101378,2023,3,2023-03-02,2023-02-24,KR,USD,0,USER029,,2,50,H,160000,,P200002,23882.34,23882.34
2000,0000101379,2023,3,2023-03-31,2023-03-21,AB,USD,0,USER022,,1,40,S,730000,20000006,P200002,9910.26,9910.26
2000,0000101379,2023,3,2023-03-31,2023-03-21,AB,USD,0,USER022,,2,50,H,490000,,P200002,9910.26,9910.26
2000,0000101380,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER039,,1,40,S,730000,20000006,P200002,2086.25,2086.25
2000,0000101380,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER039,,2,50,H,160000,,P200002,2086.25,2086.25
2000,0000101381,2023,3,2023-03-15,2023-03-07,KR,USD,0,USER020,,1,40,S,730000,20000006,P200002,12947.29,12947.29
2000,0000101381,2023,3,2023-03-15,2023-03-07,KR,USD,0,USER020,,2,50,H,160000,,P200002,12947.29,12947.29
2000,0000101382,2023,3,2023-03-31,2023-03-26,KR,USD,0,USER009,,1,40,S,730000,20000006,P200002,32477.2,32477.2
2000,0000101382,2023,3,2023-03-31,2023-03-26,KR,USD,0,USER009,,2,50,H,160000,,P200002,32477.2,32477.2
2000,0000101383,2023,3,2023-03-31,2023-03-25,KR,USD,0,USER033,,1,40,S,730000,20000006,P200002,24942.86,24942.86
2000,0000101383,2023,3,2023-03-31,2023-03-25,KR,USD,0,USER033,,2,50,H,160000,,P200002,24942.86,24942.86
2000,0000101384,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER031,,1,40,S,730000,20000006,P200002,99114.67,99114.67
2000,0000101384,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER031,,2,50,H,160000,,P200002,99114.67,99114.67
2000,0000101385,2023,3,2023-03-30,2023-03-21,AF,USD,0,USER023,,1,40,S,780000,20000006,P200002,3374.98,3374.98
2000,0000101385,2023,3,2023-03-30,2023-03-21,AF,USD,0,USER023,,2,50,H,199000,,P200002,3374.98,3374.98
2000,0000101386,2023,3,2023-03-23,2023-03-15,AF,USD,0,USER019,,1,40,S,780000,20000006,P200002,260.38,260.38
2000,0000101386,2023,3,2023-03-23,2023-03-15,AF,USD,0,USER019,,2,50,H,199000,,P200002,260.38,260.38
2000,0000101387,2023,3,2023-03-30,2023-03-22,AF,USD,0,USER022,,1,40,S,780000,20000006,P200002,91249.79,91249.79
2000,0000101387,2023,3,2023-03-30,2023-03-22,AF,USD,0,USER022,,2,50,H,199000,,P200002,91249.79,91249.79
2000,0000101388,2023,3,2023-03-24,2023-03-14,AF,USD,0,USER023,,1,40,S,780000,20000006,P200002,19441.3,19441.3
2000,0000101388,2023,3,2023-03-24,2023-03-14,AF,USD,0,USER023,,2,50,H,199000,,P200002,19441.3,19441.3
2000,0000101389,2023,3,2023-03-21,2023-03-21,AF,USD,0,USER002,,1,40,S,780000,20000006,P200002,10463.09,10463.09
2000,0000101389,2023,3,2023-03-21,2023-03-21,AF,USD,0,USER002,,2,50,H,199000,,P200002,10463.09,10463.09
2000,0000101390,2023,3,2023-03-08,2023-03-06,AF,USD,0,USER012,,1,40,S,780000,20000006,P200002,74793.25,74793.25
2000,0000101390,2023,3,2023-03-08,2023-03-06,AF,USD,0,USER012,,2,50,H,199000,,P200002,74793.25,74793.25
2000,0000101391,2023,3,2023-03-01,2023-03-01,SA,USD,0,USER005,,1,40,S,600000,20000007,P200003,111415.56,111415.56
2000,0000101391,2023,3,2023-03-01,2023-03-01,SA,USD,0,USER005,,2,50,H,170000,,P200003,111415.56,111415.56
2000,0000101392,2023,3,2023-03-03,2023-03-02,SA,USD,0,USER012,,1,40,S,600000,20000007,P200003,55860.85,55860.85
2000,0000101392,2023,3,2023-03-03,2023-03-02,SA,USD,0,USER012,,2,50,H,170000,,P200003,55860.85,55860.85
2000,0000101393,2023,3,2023-03-07,2023-03-07,SA,USD,0,USER004,,1,40,S,600000,20000007,P200003,171661.48,171661.48
2000,0000101393,2023,3,2023-03-07,2023-03-07,SA,USD,0,USER004,,2,50,H,170000,,P200003,171661.48,171661.48
2000,0000101394,2023,3,2023-03-31,2023-03-23,SA,USD,0,USER030,,1,40,S,600000,20000007,P200003,679835.98,679835.98
2000,0000101394,2023,3,2023-03-31,2023-03-23,SA,USD,0,USER030,,2,50,H,170000,,P200003,679835.98,679835.98
2000,0000101395,2023,3,2023-03-31,2023-03-23,SA,USD,0,USER027,,1,40,S,600000,20000007,P200003,133833.26,133833.26
2000,0000101395,2023,3,2023-03-31,2023-03-23,SA,USD,0,USER027,,2,50,H,170000,,P200003,133833.26,133833.26
2000,0000101396,2023,3,2023-03-30,2023-03-27,SA,USD,0,USER036,,1,40,S,600000,20000007,P200003,494295.72,494295.72
2000,0000101396,2023,3,2023-03-30,2023-03-27,SA,USD,0,USER036,,2,50,H,170000,,P200003,494295.72,494295.72
2000,0000101397,2023,3,2023-03-29,2023-03-26,SA,USD,0,USER028,,1,40,S,610000,20000007,P200003,149339.07,149339.07
2000,0000101397,2023,3,2023-03-29,2023-03-26,SA,USD,0,USER028,,2,50,H,170000,,P200003,149339.07,149339.07
2000,0000101398,2023,3,2023-03-13,2023-03-11,SA,USD,0,USER001,,1,40,S,610000,20000007,P200003,134641.03,134641.03
2000,0000101398,2023,3,2023-03-13,2023-03-11,SA,USD,0,USER001,,2,50,H,170000,,P200003,134641.03,134641.03
2000,0000101399,2023,3,2023-03-27,2023-03-24,SA,USD,0,USER021,,1,40,S,610000,20000007,P200003,413050.49,413050.49
2000,0000101399,2023,3,2023-03-27,2023-03-24,SA,USD,0,USER021,,2,50,H,170000,,P200003,413050.49,413050.49
2000,0000101400,2023,3,2023-03-09,2023-02-26,SA,USD,0,USER026,,1,40,S,610000,20000007,P200003,905246.23,905246.23
2000,0000101400,2023,3,2023-03-09,2023-02-26,SA,USD,0,USER026,,2,50,H,170000,,P200003,905246.23,905246.23
2000,0000101401,2023,3,2023-03-01,2023-02-21,SA,USD,0,USER021,,1,40,S,620000,20000007,P200003,73713.6,73713.6
2000,0000101401,2023,3,2023-03-01,2023-02-21,SA,USD,0,USER021,,2,50,H,170000,,P200003,73713.6,73713.6
2000,0000101402,2023,3,2023-03-23,2023-03-12,SA,USD,0,USER027,,1,40,S,620000,20000007,P200003,68755.91,68755.91
2000,0000101402,2023,3,2023-03-23,2023-03-12,SA,USD,0,USER027,,2,50,H,170000,,P200003,68755.91,68755.91
2000,0000101403,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER033,,1,40,S,620000,20000007,P200003,35.24,35.24
2000,0000101403,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER033,,2,50,H,170000,,P200003,35.24,35.24
2000,0000101404,2023,3,2023-03-21,2023-03-20,SA,USD,0,USER028,,1,40,S,620000,20000007,P200003,13233.31,13233.31
2000,0000101404,2023,3,2023-03-21,2023-03-20,SA,USD,0,USER028,,2,50,H,170000,,P200003,13233.31,13233.31
2000,0000101405,2023,3,2023-03-31,2023-03-28,SA,USD,0,USER003,,1,40,S,620000,20000007,P200003,1756.5,1756.5
2000,0000101405,2023,3,2023-03-31,2023-03-28,SA,USD,0,USER003,,2,50,H,170000,,P200003,1756.5,1756.5
2000,0000101406,2023,3,2023-03-21,2023-03-13,SA,USD,0,USER013,,1,40,S,620000,20000007,P200003,35861.85,35861.85
2000,0000101406,2023,3,2023-03-21,2023-03-13,SA,USD,0,USER013,,2,50,H,170000,,P200003,35861.85,35861.85
2000,0000101407,2023,3,2023-03-09,2023-02-28,SA,USD,0,USER024,,1,40,S,620000,20000007,P200003,4506.03,4506.03
2000,0000101407,2023,3,2023-03-09,2023-02-28,SA,USD,0,USER024,,2,50,H,170000,,P200003,4506.03,4506.03
2000,0000101408,2023,3,2023-03-14,2023-03-05,KR,USD,0,USER039,,1,40,S,720000,20000007,P200003,232633.66,232633.66
2000,0000101408,2023,3,2023-03-14,2023-03-05,KR,USD,0,USER039,,2,50,H,160000,,P200003,232633.66,232633.66
2000,0000101409,2023,3,2023-03-31,2023-03-25,KR,USD,0,USER010,,1,40,S,720000,20000007,P200003,443636.18,443636.18
2000,0000101409,2023,3,2023-03-31,2023-03-25,KR,USD,0,USER010,,2,50,H,160000,,P200003,443636.18,443636.18
2000,0000101410,2023,3,2023-03-29,2023-03-20,KR,USD,0,USER037,,1,40,S,720000,20000007,P200003,83647.62,83647.62
2000,0000101410,2023,3,2023-03-29,2023-03-20,KR,USD,0,USER037,,2,50,H,160000,,P200003,83647.62,83647.62
2000,0000101411,2023,3,2023-03-14,2023-03-07,KR,USD,0,USER030,,1,40,S,720000,20000007,P200003,251892.87,251892.87
2000,0000101411,2023,3,2023-03-14,2023-03-07,KR,USD,0,USER030,,2,50,H,160000,,P200003,251892.87,251892.87
2000,0000101412,2023,3,2023-03-29,2023-03-25,KR,USD,0,USER017,,1,40,S,720000,20000007,P200003,39969.03,39969.03
2000,0000101412,2023,3,2023-03-29,2023-03-25,KR,USD,0,USER017,,2,50,H,160000,,P200003,39969.03,39969.03
2000,0000101413,2023,3,2023-03-06,2023-02-24,KR,USD,0,USER037,,1,40,S,720000,20000007,P200003,70846.35,70846.35
2000,0000101413,2023,3,2023-03-06,2023-02-24,KR,USD,0,USER037,,2,50,H,160000,,P200003,70846.35,70846.35
2000,0000101414,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER005,,1,40,S,720000,20000007,P200003,26415.53,26415.53
2000,0000101414,2023,3,2023-03-30,2023-03-23,KR,USD,0,USER005,,2,50,H,160000,,P200003,26415.53,26415.53
2000,0000101415,2023,3,2023-03-22,2023-03-18,KR,USD,0,USER001,,1,40,S,740000,20000007,P200003,29673.24,29673.24
2000,0000101415,2023,3,2023-03-22,2023-03-18,KR,USD,0,USER001,,2,50,H,160000,,P200003,29673.24,29673.24
2000,0000101416,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER025,,1,40,S,740000,20000007,P200003,116.56,116.56
2000,0000101416,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER025,,2,50,H,160000,,P200003,116.56,116.56
2000,0000101417,2023,3,2023-03-31,2023-03-23,KR,USD,0,USER026,,1,40,S,740000,20000007,P200003,16899.43,16899.43
2000,0000101417,2023,3,2023-03-31,2023-03-23,KR,USD,0,USER026,,2,50,H,160000,,P200003,16899.43,16899.43
2000,0000101418,2023,3,2023-03-08,2023-03-06,KR,USD,0,USER009,,1,40,S,740000,20000007,P200003,3260.23,3260.23
2000,0000101418,2023,3,2023-03-08,2023-03-06,KR,USD,0,USER009,,2,50,H,160000,,P200003,3260.23,3260.23
2000,0000101419,2023,3,2023-03-22,2023-03-17,KR,USD,0,USER030,,1,40,S,740000,20000007,P200003,14218.32,14218.32
2000,0000101419,2023,3,2023-03-22,2023-03-17,KR,USD,0,USER030,,2,50,H,160000,,P200003,14218.32,14218.32
2000,0000101420,2023,3,2023-03-20,2023-03-14,KR,USD,0,USER006,,1,40,S,740000,20000007,P200003,11377.94,11377.94
2000,0000101420,2023,3,2023-03-20,2023-03-14,KR,USD,0,USER006,,2,50,H,160000,,P200003,11377.94,11377.94
2000,0000101421,2023,3,2023-03-03,2023-03-01,KR,USD,0,USER008,,1,40,S,740000,20000007,P200003,17790.01,17790.01
2000,0000101421,2023,3,2023-03-03,2023-03-01,KR,USD,0,USER008,,2,50,H,160000,,P200003,17790.01,17790.01
2000,0000101422,2023,3,2023-03-03,2023-03-01,KR,USD,0,USER036,,1,40,S,740000,20000007,P200003,5014.32,5014.32
2000,0000101422,2023,3,2023-03-03,2023-03-01,KR,USD,0,USER036,,2,50,H,160000,,P200003,5014.32,5014.32
2000,0000101423,2023,3,2023-03-01,2023-02-24,KR,USD,0,USER001,,1,40,S,750000,20000007,P200003,112358.37,112358.37
2000,0000101423,2023,3,2023-03-01,2023-02-24,KR,USD,0,USER001,,2,50,H,160000,,P200003,112358.37,112358.37
2000,0000101424,2023,3,2023-03-30,2023-03-21,KR,USD,0,USER008,,1,40,S,750000,20000007,P200003,147502.16,147502.16
2000,0000101424,2023,3,2023-03-30,2023-03-21,KR,USD,0,USER008,,2,50,H,160000,,P200003,147502.16,147502.16
2000,0000101425,2023,3,2023-03-29,2023-03-29,KR,USD,0,USER010,,1,40,S,750000,20000007,P200003,105593.56,105593.56
2000,0000101425,2023,3,2023-03-29,2023-03-29,KR,USD,0,USER010,,2,50,H,160000,,P200003,105593.56,105593.56
2000,0000101426,2023,3,2023-03-31,2023-03-21,KR,USD,0,USER001,,1,40,S,750000,20000007,P200003,51935.83,51935.83
2000,0000101426,2023,3,2023-03-31,2023-03-21,KR,USD,0,USER001,,2,50,H,160000,,P200003,51935.83,51935.83
2000,0000101427,2023,3,2023-03-27,2023-03-19,KR,USD,0,USER035,,1,40,S,750000,20000007,P200003,99251.01,99251.01
2000,0000101427,2023,3,2023-03-27,2023-03-19,KR,USD,0,USER035,,2,50,H,160000,,P200003,99251.01,99251.01
2000,0000101428,2023,3,2023-03-29,2023-03-18,AF,USD,0,USER010,,1,40,S,780000,20000007,P200003,1670.64,1670.64
2000,0000101428,2023,3,2023-03-29,2023-03-18,AF,USD,0,USER010,,2,50,H,199000,,P200003,1670.64,1670.64
2000,0000101429,2023,3,2023-03-31,2023-03-28,AF,USD,0,USER004,,1,40,S,780000,20000007,P200003,161269.09,161269.09
2000,0000101429,2023,3,2023-03-31,2023-03-28,AF,USD,0,USER004,,2,50,H,199000,,P200003,161269.09,161269.09
2000,0000101430,2023,3,2023-03-29,2023-03-24,AF,USD,0,USER005,,1,40,S,780000,20000007,P200003,33550.95,33550.95
2000,0000101430,2023,3,2023-03-29,2023-03-24,AF,USD,0,USER005,,2,50,H,199000,,P200003,33550.95,33550.95
2000,0000101431,2023,3,2023-03-23,2023-03-12,AF,USD,0,USER028,,1,40,S,780000,20000007,P200003,4099.43,4099.43
2000,0000101431,2023,3,2023-03-23,2023-03-12,AF,USD,0,USER028,,2,50,H,199000,,P200003,4099.43,4099.43
2000,0000101432,2023,3,2023-03-13,2023-03-06,SA,USD,0,USER033,,1,40,S,600000,20000008,P200004,128639.84,128639.84
2000,0000101432,2023,3,2023-03-13,2023-03-06,SA,USD,0,USER033,,2,50,H,170000,,P200004,128639.84,128639.84
2000,0000101433,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER022,,1,40,S,600000,20000008,P200004,685401.75,685401.75
2000,0000101433,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER022,,2,50,H,170000,,P200004,685401.75,685401.75
2000,0000101434,2023,3,2023-03-24,2023-03-23,SA,USD,0,USER001,,1,40,S,600000,20000008,P200004,309258.23,309258.23
2000,0000101434,2023,3,2023-03-24,2023-03-23,SA,USD,0,USER001,,2,50,H,170000,,P200004,309258.23,309258.23
2000,0000101435,2023,3,2023-03-01,2023-02-24,SA,USD,0,USER014,,1,40,S,600000,20000008,P200004,22284.31,22284.31
2000,0000101435,2023,3,2023-03-01,2023-02-24,SA,USD,0,USER014,,2,50,H,170000,,P200004,22284.31,22284.31
2000,0000101436,2023,3,2023-03-13,2023-03-10,SA,USD,0,USER017,,1,40,S,600000,20000008,P200004,116911.87,116911.87
2000,0000101436,2023,3,2023-03-13,2023-03-10,SA,USD,0,USER017,,2,50,H,170000,,P200004,116911.87,116911.87
2000,0000101437,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER036,,1,40,S,620000,20000008,P200004,42881.54,42881.54
2000,0000101437,2023,3,2023-03-31,2023-03-26,SA,USD,0,USER036,,2,50,H,170000,,P200004,42881.54,42881.54
2000,0000101438,2023,3,2023-03-29,2023-03-22,SA,USD,0,USER019,,1,40,S,620000,20000008,P200004,15977.05,15977.05
2000,0000101438,2023,3,2023-03-29,2023-03-22,SA,USD,0,USER019,,2,50,H,170000,,P200004,15977.05,15977.05
2000,0000101439,2023,3,2023-03-29,2023-03-23,SA,USD,0,USER016,,1,40,S,620000,20000008,P200004,28703.21,28703.21
2000,0000101439,2023,3,2023-03-29,2023-03-23,SA,USD,0,USER016,,2,50,H,170000,,P200004,28703.21,28703.21
2000,0000101440,2023,3,2023-03-15,2023-03-05,SA,USD,0,USER031,,1,40,S,620000,20000008,P200004,80660.0,80660.0
2000,0000101440,2023,3,2023-03-15,2023-03-05,SA,USD,0,USER031,,2,50,H,170000,,P200004,80660.0,80660.0
2000,0000101441,2023,3,2023-03-29,2023-03-23,SA,USD,0,USER015,,1,40,S,620000,20000008,P200004,20293.35,20293.35
2000,0000101441,2023,3,2023-03-29,2023-03-23,SA,USD,0,USER015,,2,50,H,170000,,P200004,20293.35,20293.35
2000,0000101442,2023,3,2023-03-13,2023-03-09,SA,USD,0,USER002,,1,40,S,620000,20000008,P200004,40555.79,40555.79
2000,0000101442,2023,3,2023-03-13,2023-03-09,SA,USD,0,USER002,,2,50,H,170000,,P200004,40555.79,40555.79
2000,0000101443,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER009,,1,40,S,740000,20000008,P200004,11624.01,11624.01
2000,0000101443,2023,3,2023-03-31,2023-03-29,KR,USD,0,USER009,,2,50,H,160000,,P200004,11624.01,11624.01
2000,0000101444,2023,3,2023-03-29,2023-03-28,KR,USD,0,USER007,,1,40,S,740000,20000008,P200004,13559.11,13559.11
2000,0000101444,2023,3,2023-03-29,2023-03-28,KR,USD,0,USER007,,2,50,H,160000,,P200004,13559.11,13559.11
2000,0000101445,2023,3,2023-03-29,2023-03-19,KR,USD,0,USER015,,1,40,S,740000,20000008,P200004,189.46,189.46
2000,0000101445,2023,3,2023-03-29,2023-03-19,KR,USD,0,USER015,,2,50,H,160000,,P200004,189.46,189.46
2000,0000101446,2023,3,2023-03-09,2023-03-08,KR,USD,0,USER024,,1,40,S,740000,20000008,P200004,15628.82,15628.82
2000,0000101446,2023,3,2023-03-09,2023-03-08,KR,USD,0,USER024,,2,50,H,160000,,P200004,15628.82,15628.82
2000,0000101447,2023,3,2023-03-22,2023-03-15,KR,USD,0,USER008,,1,40,S,740000,20000008,P200004,2780.38,2780.38
2000,0000101447,2023,3,2023-03-22,2023-03-15,KR,USD,0,USER008,,2,50,H,160000,,P200004,2780.38,2780.38
2000,0000101448,2023,3,2023-03-13,2023-03-07,KR,USD,0,USER034,,1,40,S,740000,20000008,P200004,17136.67,17136.67
2000,0000101448,2023,3,2023-03-13,2023-03-07,KR,USD,0,USER034,,2,50,H,160000,,P200004,17136.67,17136.67
2000,0000101449,2023,3,2023-03-02,2023-02-24,KR,USD,0,USER019,,1,40,S,740000,20000008,P200004,2921.98,2921.98
2000,0000101449,2023,3,2023-03-02,2023-02-24,KR,USD,0,USER019,,2,50,H,160000,,P200004,2921.98,2921.98
2000,0000101450,2023,3,2023-03-15,2023-03-09,KR,USD,0,USER004,,1,40,S,740000,20000008,P200004,10557.09,10557.09
2000,0000101450,2023,3,2023-03-15,2023-03-09,KR,USD,0,USER004,,2,50,H,160000,,P200004,10557.09,10557.09
2000,0000101451,2023,3,2023-03-13,2023-03-11,KR,USD,0,USER005,,1,40,S,740000,20000008,P200004,15071.48,15071.48
2000,0000101451,2023,3,2023-03-13,2023-03-11,KR,USD,0,USER005,,2,50,H,160000,,P200004,15071.48,15071.48
2000,0000101452,2023,3,2023-03-31,2023-03-28,AB,USD,0,USER014,,1,40,S,740000,20000008,P200004,8104.45,8104.45
2000,0000101452,2023,3,2023-03-31,2023-03-28,AB,USD,0,USER014,,2,50,H,490000,,P200004,8104.45,8104.45
2000,0000101453,2023,3,2023-03-28,2023-03-25,KR,USD,0,USER029,,1,40,S,740000,20000008,P200004,5306.17,5306.17
2000,0000101453,2023,3,2023-03-28,2023-03-25,KR,USD,0,USER029,,2,50,H,160000,,P200004,5306.17,5306.17
2000,0000101454,2023,3,2023-03-31,2023-03-20,KR,USD,0,USER013,,1,40,S,700000,20000008,P200004,163438.39,163438.39
2000,0000101454,2023,3,2023-03-31,2023-03-20,KR,USD,0,USER013,,2,50,H,160000,,P200004,163438.39,163438.39
2000,0000101455,2023,3,2023-03-13,2023-03-10,KR,USD,0,USER025,,1,40,S,700000,20000008,P200004,24236.63,24236.63
2000,0000101455,2023,3,2023-03-13,2023-03-10,KR,USD,0,USER025,,2,50,H,160000,,P200004,24236.63,24236.63
2000,0000101456,2023,3,2023-03-30,2023-03-24,KR,USD,0,USER022,,1,40,S,700000,20000008,P200004,195393.99,195393.99
2000,0000101456,2023,3,2023-03-30,2023-03-24,KR,USD,0,USER022,,2,50,H,160000,,P200004,195393.99,195393.99
2000,0000101457,2023,3,2023-03-29,2023-03-25,KR,USD,0,USER032,,1,40,S,700000,20000008,P200004,88920.99,88920.99
2000,0000101457,2023,3,2023-03-29,2023-03-25,KR,USD,0,USER032,,2,50,H,160000,,P200004,88920.99,88920.99
2000,0000101458,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER007,,1,40,S,700000,20000008,P200004,74018.7,74018.7
2000,0000101458,2023,3,2023-03-30,2023-03-27,KR,USD,0,USER007,,2,50,H,160000,,P200004,74018.7,74018.7
